会社名,組織体系区分,組織体系パターン,,組織体系改定日付,階層,,上位部門,,上位部門階層番号,部門コード,部門適用日付,部門終了日付　,部門名,部門名（略）,部門名（カナ）,部門名（英字）,代表計上部門,,計上区分,部門採番コード,部門所在地,,ＴＥＬ,ＦＡＸ,ＴＥＬ（国際表記）,ＦＡＸ（国際表記）,編集状態,移管先部門,,郵便番号,住所１,住所２,ＺＩＰコード,住所１（英字）,住所２（英字）,部門表示順序,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,1070,レストラン事業部,3 ,106090,2022/7/1,9999/12/31,【使用不可】地域交流ﾚｽﾄﾗﾝ事業課,【不】地域交流ﾚｽﾄﾗﾝ,ﾁｲｷｺｳﾘｭｳﾚｽﾄﾗﾝｼﾞｷﾞｮｳｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001041007001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,106090,【不】地域交流ﾚｽﾄﾗﾝ,4 ,10609040,2022/7/1,9999/12/31,【使用不可】千歳烏山厨房準備室,【不】烏山厨房準備室,ﾁﾄｾｶﾗｽﾔﾏﾁｭｳﾎﾞｳｼﾞｭﾝﾋﾞｼﾂ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007001004000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,106090,【不】地域交流ﾚｽﾄﾗﾝ,4 ,10609120,2022/7/1,9999/12/31,【使用不可】ふじみ野厨房,【不】ふじみ野厨房,ﾌｼﾞﾐﾉﾁｭｳｵｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007001012000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,106090,【不】地域交流ﾚｽﾄﾗﾝ,4 ,10609360,2022/7/1,9999/12/31,【使用不可】成城北厨房,【不】成城北厨房,ｾｲｼﾞｮｳｷﾀﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007001036000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,106090,【不】地域交流ﾚｽﾄﾗﾝ,4 ,10609570,2022/7/1,9999/12/31,【使用不可】高見馬場厨房,【不】高見馬場厨房,ﾀｶﾐﾊﾞﾊﾞﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007001057000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,106090,【不】地域交流ﾚｽﾄﾗﾝ,4 ,10609670,2022/8/1,9999/12/31,【使用不可】川口芝高木厨房,【不】川口芝高木厨房,ｶﾜｸﾞﾁｼﾊﾞﾀｶｷﾞﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007001067000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,1070,レストラン事業部,3 ,107010,2022/7/1,9999/12/31,レストラン推進課,レストラン推進課,ﾚｽﾄﾗﾝｽｲｼﾝｶ,,,,その他,,,,,,,,既存,,,,,,,,,001041007002000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107010,レストラン推進課,4 ,10701010,2022/7/1,9999/12/31,レストラン推進課,レストラン推進課,ﾚｽﾄﾗﾝｽｲｼﾝｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001041007002001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,1070,レストラン事業部,3 ,107020,2024/1/1,9999/12/31,委託厨房課,委託厨房課,ｲﾀｸﾁｭｳﾎﾞｳｶ,,,,その他,,,,,,,,既存,,,,,,,,,001041007003000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609370,2024/1/1,9999/12/31,書写厨房,書写厨房,ｼｮｼｬﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609380,2024/1/1,9999/12/31,東辻井厨房,東辻井厨房,ﾋｶﾞｼﾂｼﾞｲﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003002000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609390,2024/1/1,9999/12/31,辻井厨房,辻井厨房,ﾂｼﾞｲﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003003000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609400,2024/1/1,9999/12/31,東姫路厨房,東姫路厨房,ﾋｶﾞｼﾋﾒｼﾞﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003004000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609410,2024/1/1,9999/12/31,飾磨恵美酒厨房,飾磨恵美酒厨房,ｼｶﾏｴﾋﾞｽﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003005000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609430,2024/1/1,9999/12/31,【使用不可】浅草厨房,【不】浅草厨房,ｱｻｸｻﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003006000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609440,2024/1/1,9999/12/31,八幡厨房,八幡厨房,ﾔﾊﾀﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003007000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609450,2024/1/1,9999/12/31,千歳烏山厨房,千歳烏山厨房,ﾁﾄｾｶﾗｽﾔﾏﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003008000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609460,2024/1/1,9999/12/31,日野南平厨房,日野南平厨房,ﾋﾉﾐﾅﾐﾀﾞｲﾗﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003009000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609470,2024/1/1,9999/12/31,【使用不可】西新井厨房,【不】西新井厨房,ﾆｼｱﾗｲﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003010000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609480,2024/1/1,9999/12/31,上越厨房,上越厨房,ｼﾞｮｳｴﾂﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003011000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609490,2024/1/1,9999/12/31,東城厨房,東城厨房,ﾋｶﾞｼｼﾛﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003012000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609500,2024/1/1,9999/12/31,西明石厨房,西明石厨房,ﾆｼｱｶｼﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003013000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609510,2024/1/1,9999/12/31,持子厨房,持子厨房,ﾓﾁｺﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003014000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609520,2024/1/1,9999/12/31,川口芝高木厨房,川口芝高木厨房,ｶﾜｸﾞﾁｼﾊﾞﾀｶｷﾞﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003015000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609530,2024/1/1,9999/12/31,結城厨房,結城厨房,ﾕｳｷﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003016000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609540,2024/1/1,9999/12/31,明石大久保厨房,明石大久保厨房,ｱｶｼｵｵｸﾎﾞﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003017000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107020,委託厨房課,4 ,10609550,2024/1/1,9999/12/31,平之町厨房,平之町厨房,ﾋﾗﾉﾁｮｳﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007003018000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,1070,レストラン事業部,3 ,107030,2024/1/1,9999/12/31,直営厨房一課,直営厨房一課,ﾁｮｸｴｲﾁｭｳﾎﾞｳｲｯｶ,,,,その他,,,,,,,,既存,,,,,,,,,001041007004000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609020,2024/1/1,9999/12/31,三鷹北野厨房,三鷹北野厨房,ﾐﾀｶｷﾀﾉﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609030,2024/1/1,9999/12/31,上板橋厨房,上板橋厨房,ｶﾐｲﾀﾊﾞｼﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004002000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609050,2024/1/1,9999/12/31,白鍬厨房,白鍬厨房,ｼﾗｸﾜﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004003000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609060,2024/1/1,9999/12/31,東大宮厨房,東大宮厨房,ﾋｶﾞｼｵｵﾐﾔﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004004000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609070,2024/1/1,9999/12/31,宮原厨房,宮原厨房,ﾐﾔﾊﾗﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004005000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609080,2024/1/1,9999/12/31,平尾厨房,平尾厨房,ﾋﾗｵﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004006000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609090,2024/1/1,9999/12/31,北烏山厨房,北烏山厨房,ｷﾀｶﾗｽﾔﾏﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004007000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609110,2024/1/1,9999/12/31,厨房②準備室,厨房②準備室,ｼﾞｭｳﾎﾞｳ2ｼﾞｭﾝﾋﾞｼﾂ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004008000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609140,2024/1/1,9999/12/31,三鷹中原厨房,三鷹中原厨房,ﾐﾀｶﾅｶﾊﾗﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004009000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609170,2024/1/1,9999/12/31,上小町厨房,上小町厨房,ｶﾐｺﾁｮｳﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004010000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609180,2024/1/1,9999/12/31,上石神井厨房,上石神井厨房,ｶﾐｼｬｸｼﾞｲﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004011000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609230,2024/1/1,9999/12/31,小平厨房,小平厨房,ｺﾀﾞｲﾗﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004012000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609270,2024/1/1,9999/12/31,南古谷厨房,南古谷厨房,ﾐﾅﾐﾌﾙﾔﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004013000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609280,2024/1/1,9999/12/31,川口三ツ和厨房,川口三ツ和厨房,ｶﾜｸﾞﾁﾐﾂﾜﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004014000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609290,2024/1/1,9999/12/31,三軒茶屋厨房,三軒茶屋厨房,ｻﾝｹﾞﾝｼﾞｬﾔﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004015000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609300,2024/1/1,9999/12/31,西台厨房,西台厨房,ｲﾀﾊﾞｼﾆｼﾀﾞｲﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004016000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609590,2024/1/1,9999/12/31,加須厨房,加須厨房,ｶｿﾞﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004017000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107030,直営厨房一課,4 ,10609630,2024/1/1,9999/12/31,南烏山厨房,南烏山厨房,ﾐﾅﾐｶﾗｽﾔﾏﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007004018000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,1070,レストラン事業部,3 ,107040,2024/1/1,9999/12/31,直営厨房二課,直営厨房二課,ﾁｮｸｴｲﾁｭｳﾎﾞｳﾆｶ,,,,その他,,,,,,,,既存,,,,,,,,,001041007005000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107040,直営厨房二課,4 ,10609130,2024/1/1,9999/12/31,松戸八柱厨房,松戸八柱厨房,ﾏﾂﾄﾞﾔﾊﾞｼﾗﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007005001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107040,直営厨房二課,4 ,10609190,2024/1/1,9999/12/31,新柏厨房,新柏厨房,ｼﾝｶｼﾜﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007005002000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107040,直営厨房二課,4 ,10609210,2024/1/1,9999/12/31,柳沢厨房,柳沢厨房,ﾔﾅｷﾞｻﾜﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007005003000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107040,直営厨房二課,4 ,10609220,2024/1/1,9999/12/31,青葉町厨房,青葉町厨房,ｱｵﾊﾞﾁｮｳﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007005004000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107040,直営厨房二課,4 ,10609240,2024/1/1,9999/12/31,新高根厨房,新高根厨房,ｼﾝﾀｶﾈﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007005005000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107040,直営厨房二課,4 ,10609250,2024/1/1,9999/12/31,都賀厨房,都賀厨房,ﾂｶﾞﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007005006000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107040,直営厨房二課,4 ,10609260,2024/1/1,9999/12/31,浜野厨房,浜野厨房,ﾊﾏﾉﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007005007000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107040,直営厨房二課,4 ,10609340,2024/1/1,9999/12/31,市川妙典厨房,市川妙典厨房,ｲﾁｶﾜﾐｮｳﾃﾞﾝﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007005008000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107040,直営厨房二課,4 ,10609580,2024/1/1,9999/12/31,柏たなか厨房,柏たなか厨房,ｶｼﾜﾀﾅｶﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007005009000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107040,直営厨房二課,4 ,10609610,2024/1/1,9999/12/31,墨田文花厨房,墨田文花厨房,ｽﾐﾀﾞﾌﾞﾝｶﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007005010000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,1070,レストラン事業部,3 ,107050,2024/1/1,9999/12/31,直営厨房三課,直営厨房三課,ﾁｮｸｴｲﾁｭｳﾎﾞｳｻﾝｶ,,,,その他,,,,,,,,既存,,,,,,,,,001041007006000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609010,2024/1/1,9999/12/31,てらすチトカラ,てらすチトカラ,ﾃﾗｽﾁﾄｶﾗ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609100,2024/1/1,9999/12/31,こもれビレッジひらお,こもれﾋﾞﾚｯｼﾞひらお,ｺﾓﾚﾋﾞﾚｯｼﾞﾋﾗｵ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006002000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609150,2024/1/1,9999/12/31,楠厨房,楠厨房,ｸｽﾉｷﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006003000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609160,2024/1/1,9999/12/31,東灘厨房,東灘厨房,ﾋｶﾞｼﾅﾀﾞﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006004000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609200,2024/1/1,9999/12/31,長野北条厨房,長野北条厨房,ﾅｶﾞﾉｷﾀｼﾞｮｳﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006005000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609310,2024/1/1,9999/12/31,国府厨房,国府厨房,ｺｸﾌﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006006000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609320,2024/1/1,9999/12/31,長野高田厨房,長野高田厨房,ﾅｶﾞﾉﾀｶﾀﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006007000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609330,2024/1/1,9999/12/31,長野栗田厨房,長野栗田厨房,ﾅｶﾞﾉｸﾘﾀﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006008000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609350,2024/1/1,9999/12/31,姫路土山厨房,姫路土山厨房,ﾋﾒｼﾞﾂﾁﾔﾏﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006009000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609420,2024/1/1,9999/12/31,上郡厨房,上郡厨房,ｶﾐｺﾞｵﾘﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006010000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609560,2024/1/1,9999/12/31,宇宿厨房,宇宿厨房,ｳｽｷﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006011000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609600,2024/1/1,9999/12/31,南生田厨房,南生田厨房,ﾐﾅﾐｲｸﾀﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006012000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609620,2024/1/1,9999/12/31,中津厨房,中津厨房,ﾅｶﾂﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006013000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609640,2024/1/1,9999/12/31,柏崎厨房,柏崎厨房,ｶｼﾜｻﾞｷﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006014000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609650,2024/1/1,9999/12/31,駒生厨房,駒生厨房,ｺﾏﾆｭｳﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006015000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609660,2024/1/1,9999/12/31,鶴崎厨房,鶴崎厨房,ﾂﾙｻｷﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006016000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609680,2024/1/1,9999/12/31,加古川尾上厨房,加古川尾上厨房,ｶｺｶﾞﾜｵﾉｴﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006017000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609690,2024/1/1,9999/12/31,倉田厨房,倉田厨房,ｸﾗﾀﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006018000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609700,2024/1/1,9999/12/31,長岡厨房,長岡厨房,ﾅｶﾞｵｶﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006019000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,107050,直営厨房三課,4 ,10609710,2025/4/1,9999/12/31,盛岡厨房,盛岡厨房,ﾓﾘｵｶﾁｭｳﾎﾞｳ,,,,直接部門,,,,,,,,既存,,,,,,,,,001041007006020000000000000000,計上部門
