編集区分,新規変更区分名称,取引先区分コード,取引先区分名,取引先コード,社内取引部門表示コード,社内取引部門名（略）,適格請求書発行事業者登録番号,企業コード,企業名（略）,得意先フラグ,需要家フラグ,出荷先フラグ,仕入先フラグ,入荷元フラグ,請求先フラグ,支払先フラグ,諸口取引先フラグ,取引先名１,取引先名２,取引先名（略）,取引先名（カナ）,取引先名（英字）,休日パターンコード,休日パターン名,国コード,国名称,取引先地域分類値コード,取引先地域分類値,郵便番号,住所１,住所２,住所３,ＴＥＬ,ＦＡＸ,取引開始日付,取引終了日付,備考,分類値コード１,分類値１,分類値コード２,分類値２,分類値コード３,分類値３,分類値コード４,分類値４,分類値コード５,分類値５,分類値コード６,分類値６,分類値コード７,分類値７,分類値コード８,分類値８,分類値コード９,分類値９,分類値コード１０,分類値１０,使用不可フラグ,取引先所在地区分,取引先所在地区分名,国内取引フラグ,外為取引フラグ,通貨コード,消費税端数計算区分,消費税計算単位区分,取引金額端数処理区分,承認申請状況区分名,承認申請番号,承認申請日付,承認申請者名,承認申請部門名（略）,登録者名,登録日時,更新者名,更新日時,得意先担当者コード,得意先担当者名,得意先担当部門表示コード,得意先担当部門名（略）,得意先先方担当者名,得意先先方担当者ＭＡＩＬ,得意先先方担当者ＴＥＬ,得意先分類値コード１,得意先分類値１,得意先分類値コード２,得意先分類値２,得意先分類値コード３,得意先分類値３,得意先分類値コード４,得意先分類値４,得意先分類値コード５,得意先分類値５,得意先備考,得意先ランク分類値コード,得意先ランク分類値,得意先インコタームズ１,得意先インコタームズ２,売上消費税区分,売上消費税計算区分,得意先貿易輸送手段区分,得意先貿易輸送手段区分名,検収リードタイム,請求案内伝票値引表示フラグ,納品書金額表示フラグ,輸送手段コード１,輸送手段名１,輸送手段コード２,輸送手段名２,倉庫コード１,倉庫名（略）１,倉庫１配送リードタイム（輸送１）,倉庫１配送リードタイム（輸送２）,倉庫コード２,倉庫名（略）２,倉庫２配送リードタイム（輸送１）,倉庫２配送リードタイム（輸送２）,倉庫コード３,倉庫名（略）３,倉庫３配送リードタイム（輸送１）,倉庫３配送リードタイム（輸送２）,倉庫コード４,倉庫名（略）４,倉庫４配送リードタイム（輸送１）,倉庫４配送リードタイム（輸送２）,倉庫コード５,倉庫名（略）５,倉庫５配送リードタイム（輸送１）,倉庫５配送リードタイム（輸送２）,仕入先担当者コード,仕入先担当者名,仕入先担当部門表示コード,仕入先担当部門名（略）,仕入先先方担当者名,仕入先先方担当者ＭＡＩＬ,仕入先先方担当者ＴＥＬ,仕入先分類値コード１,仕入先分類値１,仕入先分類値コード２,仕入先分類値２,仕入先分類値コード３,仕入先分類値３,仕入先分類値コード４,仕入先分類値４,仕入先分類値コード５,仕入先分類値５,仕入先備考,仕入先ランク分類値コード,仕入先ランク分類値,仕入先インコタームズ１,仕入先インコタームズ２,仕入消費税区分,仕入消費税計算区分,仕入先貿易輸送手段区分,仕入先貿易輸送手段区分名,下請事業者フラグ,支払通知書出力内容,預り源泉対象初期値フラグ,預り源泉税端数計算区分,支払消費税差額計算フラグ,取込支払消費税差額計算フラグ,共通支払先フラグ,支払書内容確認コメント,支払決済条件行番号,支払決済条件コード,支払決済条件名,支払決済条件名（略）,取引形態区分,支払締区分,支払締名寄フラグ,名寄部門表示コード,名寄部門名（略）,名寄部門基準日付,支払通知書書式区分,支払通知書品目内訳表示フラグ,支払基準金額,支払決済条件使用不可フラグ,分割条件（未満）,分割率（未満）,端数桁数（未満）,端数区分（未満）,分割基準金額（未満）,支払方法コード（未満１）,支払方法名（未満１）,休日考慮区分（未満１）,出金口座コード（未満１）,出金口座名（未満１）,支払方法コード（未満２）,支払方法名（未満２）,休日考慮区分（未満２）,出金口座コード（未満２）,出金口座名（未満２）,分割条件（以上）,分割率（以上）,端数桁数（以上）,端数区分（以上）,分割基準金額（以上）,支払方法コード（以上１）,支払方法名（以上１）,休日考慮区分（以上１）,出金口座コード（以上１）,出金口座名（以上１）,支払方法コード（以上２）,支払方法名（以上２）,休日考慮区分（以上２）,出金口座コード（以上２）,出金口座名（以上２）,振込先金融機関コード,振込先金融機関名,振込先金融機関店舗コード,振込先金融機関店舗名,振込先銀行口座種別区分,振込先銀行口座番号,振込先銀行口座名義人名,振込先銀行口座名義人名（カナ）,先方負担振込手数料フラグ,振込先郵便口座番号,振込先郵便口座名義人名,振込先郵便口座名義人名（カナ）,手形支払サイト,支払手形期日指定月数,支払手形期日指定日,支払手形休日区分,手形種類コード,手形種類名,期日振込サイト,期日指定月数,期日指定日,休日区分,外国送金種類区分,外国送金受取方法区分,外国送金先方負担手数料フラグ,外国送金目的（英字）,外国送金メッセージ（英字）,外国送金受取人名（英字）,外国送金受取人住所（英字）,外国送金受取人口座番号,外国送金支払先銀行名（英字）,外国送金支払先銀行支店名（英字）,外国送金支払先銀行住所（英字）,コルレス先経由銀行名（英字）,コルレス先経由銀行支店名（英字）,コルレス先経由銀行住所（英字）,非コルレス先経由銀行名（英字）,非コルレス先経由銀行支店名（英字）,非コルレス先経由銀行住所（英字）,支払締日,期日サイクル区分（未満１）,期日指定月数（未満１）,期日指定支払日（未満１）,期日指定日数（未満１）,期日サイクル区分（未満２）,期日指定月数（未満２）,期日指定支払日（未満２）,期日指定日数（未満２）,期日サイクル区分（以上１）,期日指定月数（以上１）,期日指定支払日（以上１）,期日指定日数（以上１）,期日サイクル区分（以上２）,期日指定月数（以上２）,期日指定支払日（以上２）,期日指定日数（以上２）
,,00,初期導入,10007757,,,,,,0,0,0,0,0,0,1,0,ｳｫｰﾀｰｽﾀﾝﾄﾞ(新宿包括),,ｳｫｰﾀｰｽﾀﾝﾄﾞ(新宿包括,ｳｫｰﾀｰｽﾀﾝﾄﾞｼﾝｼﾞｭｸﾎｳｶﾂ,,,,,,,,,,,,,,20181101,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,2,3,－,,,　,,石川　未来,20181121114344090,石川　未来,20181121114344090,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,ｳｫｰﾀｰｽﾀﾝﾄﾞ(新宿包括),0,1,0,0,1,,1,001,当月末締翌月末払,当月末締翌月末払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,1,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,0001,みずほ,447,大宮,2,0119501,ｳｫｰﾀｰｽﾀﾝﾄﾞ株式会社,ｳｵ-ﾀ-ｽﾀﾝﾄﾞｶﾌﾞｼｷｶﾞｲｼﾔ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,1,99,,,,,,,,,,,,,
,,00,初期導入,10007758,,,,,,0,0,0,0,0,0,1,0,齋藤清子(賃料),,齋藤清子(賃料),ｻｲﾄｳｷﾖｺﾁﾝﾘｮｳ,,,,,,,,,,,,,,20181001,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,2,3,－,,,　,,石川　未来,20181121174141100,藤野　勝昭,20181122175035809,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,齋藤清子(賃料),0,1,0,0,1,,1,001,賃料27日払,賃料27日払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,3,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,1221,足利小山信金,109,城東,1,0210938,齋藤清子,ｻｲﾄｳｷﾖｺ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,27,,,,,,,,,,,,,
,,00,初期導入,10007759,,,,,,0,0,0,0,0,0,1,0,菅野雅子,,菅野雅子,ｽｶﾞﾉﾏｻｺ,,,,,,,,,,,,,,20181001,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,2,3,－,,,　,,石川　未来,20181126110216273,石川　未来,20181126110216273,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,菅野雅子,0,1,0,0,1,,1,001,当月末締翌月末払,当月末締翌月末払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,1,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,0005,三菱ＵＦＪ,618,大井,1,0149958,菅野雅子,ｽｶﾞﾉﾏｻｺ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,1,99,,,,,,,,,,,,,
,,00,初期導入,10007760,,,,,,0,0,0,0,0,0,1,0,共栄会計事務所(久保伸介),,共栄会計事務所(久保,ｷｮｳｴｲｶｲｹｲｼﾞﾑｼｮ,,,,,,,,,東京都千代田区内神田1丁目2番7号,楠本第18ﾋﾞﾙ3階,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,2,3,－,,,　,,宇野　修平,20181127102209628,宇野　修平,20181127102209628,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,共栄会計事務所(久保伸介),0,1,0,0,1,,1,001,当月締翌月末払,当月締翌月末払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,1,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,0009,三井住友,639,霞が関,1,6858860,共栄会計事務所久保伸介,ｷﾖｳｴｲｶｲｹｲｼﾞﾑｼﾖｸﾎﾞｼﾝｽｹ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,1,99,,,,,,,,,,,,,
,,00,初期導入,10007761,,,,,,0,0,0,0,0,0,1,0,ﾀｲﾑｽﾞ24株式会社(鹿児島),,ﾀｲﾑｽﾞ24㈱(鹿児島),ﾀｲﾑｽﾞﾆｼﾞｭｳﾖﾝｶｺﾞｼﾏ,,,,,,,,,東京都千代田区有楽町2丁目7番1号,有楽町駅前ビルディング,,0120828924,,20180901,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,2,3,－,,,　,,石川　未来,20181205173551761,石川　未来,20181205173551761,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,ﾀｲﾑｽﾞ24㈱(鹿児島),0,1,0,0,1,,1,001,当月末締翌月末払,当月末締翌月末払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,1,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,0009,三井住友,969,アオイ,1,1232393,ﾀｲﾑｽﾞ24株式会社,ﾀｲﾑｽﾞﾆｼﾞﾕｳﾖﾝ(ｶ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,1,99,,,,,,,,,,,,,
,,00,初期導入,10007762,,,,,,0,0,0,0,0,0,1,0,穂積工業有限会社,,穂積工業有限会社,ﾎﾂﾞﾐｺｳｷﾞｮｳﾕｳｹﾞﾝｶﾞｲｼｬ,,,,,,,,323-0064,栃木県小山市大字下石塚341,,,0285-38-2012,,20180901,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,2,3,－,,,　,,石川　未来,20181205174609958,石川　未来,20181205174609958,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,穂積工業有限会社,0,1,0,0,1,,1,001,当月末締翌月末払,当月末締翌月末払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,1,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,0517,栃木,019,小山,1,4239932,穂積工業有限会社,ﾎﾂﾞﾐｺｳｷﾞﾖｳ(ﾕ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,1,99,,,,,,,,,,,,,
,,00,初期導入,10007763,,,,,,0,0,0,0,0,1,0,0,FC HANA,,FC HANA,ｴﾌｼｰﾊﾅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,1,3,－,,,　,,宇野　修平,20181208155745739,宇野　修平,20181208155745739,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00,初期導入,10007764,,,,,,0,0,0,0,0,0,1,0,ﾃﾞｨｰ･ｴﾌ･ｴﾙ･ﾘｰｽ株式会社,,DFLﾘｰｽ㈱,ﾃﾞｨｰ･ｴﾌ･ｴﾙ･ﾘｰｽ(ｶ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,1,2,3,－,,,　,,田中　浩介,20181227101726655,田中　浩介,20181227101726655,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,0,1,,1,001,当月末締翌月末払,当月末締翌月末払,1,2,0,,,,2,0,0,0,1,,,,,2,引落,1,10000001,みずほ/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,3,,,,,,,,,,,,,
,,00,初期導入,10007765,,,,,,0,0,0,0,0,0,1,0,昭和ﾘｰｽ株式会社,,昭和ﾘｰｽ㈱,ｼｮｳﾜﾘｰｽ(ｶ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,1,2,3,－,,,　,,田中　浩介,20181227102452114,田中　浩介,20181227102452114,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,0,1,,1,001,当月末締翌月末払,当月末締翌月末払,1,2,0,,,,2,0,0,0,1,,,,,2,引落,1,10000001,みずほ/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,20,,,,,,,,,,,,,
,,00,初期導入,10007766,,,,,,0,0,0,0,0,0,1,0,大和ﾘﾋﾞﾝｸﾞｹｱ㈱（DF楠）,,大和ﾘﾋﾞﾝｸﾞｹｱ(DF楠),ﾀﾞｲﾜﾘﾋﾞﾝｸﾞｹｱ ｸｽﾉｷ,,,,,,,,135-0063,東京都江東区有明3丁目7番18号,有明ｾﾝﾄﾗﾙﾀﾜｰ7階,,03-5500-6511,03-5500-6550,20181101,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,2,3,－,,,　,,石川　未来,20190110095506230,小林　孝菜,20201008153422248,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,大和ﾘﾋﾞﾝｸﾞｹｱ(DF楠),0,1,0,0,1,,1,001,賃料27日払,賃料27日払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,3,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,0009,三井住友,779,上野,1,8538209,大和ﾘﾋﾞﾝｸﾞｹｱ㈱,ﾀﾞｲﾜﾘﾋﾞﾝｸﾞｹｱ(ｶ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,27,,,,,,,,,,,,,
,,00,初期導入,10007767,,,,,,0,0,0,0,0,0,1,0,株式会社くじらシステム開発,,㈱くじらｼｽﾃﾑ開発,ｸｼﾞﾗｼｽﾃﾑｶｲﾊﾂ,,,,,,,,812-0014,福岡県福岡市博多区博多駅南2-1-5,博多ｻﾝｼﾃｨﾋﾞﾙ7F,,092-432-8555,092-432-8559,20181101,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,2,3,－,,,　,,石川　未来,20190110104220412,石川　未来,20190110104220412,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,㈱くじらｼｽﾃﾑ開発,0,1,0,0,1,,1,001,当月末締翌月末払,当月末締翌月末払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,1,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,0177,福岡,231,博多駅前,1,2491014,株式会社くじらｼｽﾃﾑ開発代表取締役池村健一,ｶ)ｸｼﾞﾗｼｽﾃﾑｶｲﾊﾂ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,1,99,,,,,,,,,,,,,
,,00,初期導入,10007768,,,,,,0,0,0,0,0,0,1,0,株式会社ｼﾞｪｲﾎｰﾑ(日野南平看護 建物 ﾚﾓﾝｽﾞｺｰﾌﾟ),,ｼﾞｪｲﾎｰﾑ(南平看ﾚﾓﾝｽﾞ,ｶ)ｼﾞｪｲﾎｰﾑ,,,,,,,,191-0041,東京都日野市南平7-6-40,,,042-594-5151,042-594-5252,20181101,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,2,3,－,,,　,,石川　未来,20190110105207660,宇野　修平,20190228131617437,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,㈱ｼﾞｪｲﾎｰﾑ(日野南平看護・ﾚﾓﾝｽﾞｺｰﾌﾟ),0,1,0,0,1,,1,001,賃料27日払,賃料27日払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,3,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,1360,多摩信金,029,南平,1,0333261,株式会社ｼﾞｪｲﾎｰﾑ,ｶ)ｼﾞｴｲﾎ-ﾑ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,27,,,,,,,,,,,,,
,,00,初期導入,10007769,,,,,,0,0,0,0,0,0,1,0,株式会社日本ﾌﾛﾝﾃｨｱ(ｼﾞｪｲﾎｰﾑ/日野南看護/ﾊﾟｰｸﾃﾗｽ南平,,日本ﾌﾛﾝﾃｨｱ(ｼﾞｪｲﾎｰﾑ),ｶ)ﾆﾎﾝﾌﾛﾝﾃｨｱ ｼﾞｪｲﾎｰﾑ,,,,,,,,191-0041,東京都日野市南平7-6-40,,,042-594-5151,042-594-5252,20181101,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,2,3,－,,,　,,石川　未来,20190110111932058,石川　未来,20190110114123553,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,㈱日本ﾌﾛﾝﾃｨｱ(ｼﾞｪｲﾎｰﾑ/南平看/ﾊﾟｰｸﾃﾗｽ南平),0,1,0,0,1,,1,001,賃料27日払,賃料27日払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,3,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,1341,西武信金,157,荻窪西口,1,2224999,株式会社日本ﾌﾛﾝﾃｨｱ,ｶ)ﾆﾎﾝﾌﾛﾝﾃｲｱ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,27,,,,,,,,,,,,,
,,00,初期導入,10007770,,,,,,0,0,0,0,0,1,0,0,日本在宅介護協会,,日本在宅介護協会,ﾆﾎﾝｻﾞｲﾀｸｶｲｺﾞｷｮｳｶｲ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,1,3,－,,,　,,宇野　修平,20190115095540232,宇野　修平,20190115095540232,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00,初期導入,10007771,,,,,,0,0,0,0,0,0,1,0,山本ﾁｽﾞ子(山之口賃料),,山本ﾁｽﾞ子(山之口賃料,ﾔﾏﾓﾄﾁｽﾞｺ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,1,3,－,,,　,,宇野　修平,20190122104454554,宇野　修平,20190122104454554,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,山本ﾁｽﾞ子,0,1,0,0,1,,1,001,賃料27日払,賃料27日払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,3,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,1991,鹿児島相互信金,001,本店営業部,1,0302759,山本ﾁｽﾞ子,ﾔﾏﾓﾄﾁｽﾞｺ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,27,,,,,,,,,,,,,
,,00,初期導入,10007772,,,,,,0,0,0,0,0,0,1,0,㈱桐ケ谷不動産(相模典子),,㈱桐ケ谷不動産(相模,ｷﾘｶﾞﾔﾌﾄﾞｳｻﾝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,1,3,－,,,　,,宇野　修平,20190122113844852,大澤　享子,20231201183644550,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,㈱桐ケ谷不動産,0,1,0,0,1,,1,001,賃料27日払,賃料27日払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,3,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,1281,かながわ信金,028,池上,1,0080172,㈱桐ケ谷不動産,ｶ)ｷﾘｶﾞﾔﾌﾄﾞｳｻﾝ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,27,,,,,,,,,,,,,
,,00,初期導入,10007773,,,,,,0,0,0,0,0,0,1,0,ｲｽﾞﾐ株式会社,,ｲｽﾞﾐ株式会社,ｲｽﾞﾐｶﾌﾞ,,,,,,,,930-0904,富山県富山市一本木１７－１,,,0764516225,0764516801,20181201,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,2,3,－,,,　,,石川　未来,20190122165639583,石川　未来,20190122165639583,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,ｲｽﾞﾐ株式会社,0,1,0,0,1,,1,001,当月末締翌月末払,当月末締翌月末払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,1,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,0144,北陸,112,新庄,1,2603110,イズミ㈱,ｲｽﾞﾐ(ｶ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,1,99,,,,,,,,,,,,,
,,00,初期導入,10007774,,,,,,0,0,0,0,0,0,1,0,医療法人愛和会愛和病院,,(医)愛和会愛和病院,ｲ)ｱｲﾜｶｲｱｲﾜﾋﾞｮｳｲﾝ,,,,,,,,,,,,,,20181201,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,2,3,－,,,　,,石川　未来,20190122171314958,石川　未来,20190122171314958,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,(医)愛和会愛和病院,0,1,0,0,1,,1,001,当月末締翌月末払,当月末締翌月末払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,1,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,1390,長野信金,007,七瀬,1,0333267,医療法人愛和会,ｲ)ｱｲﾜｶｲ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,1,99,,,,,,,,,,,,,
,,00,初期導入,10007775,,,,,,0,0,0,0,0,0,1,0,(医)黎明会新百合ヶ丘ｽﾃｰｼｮﾝｸﾘﾆｯｸ新百合健康管理ｾﾝﾀｰ,,(医)黎明会新百合ヶ丘,ﾚｲﾒｲｶｲｼﾝﾕﾘｶﾞｵｶｽﾃｰｼｮﾝｸﾘﾆｯｸ,,,,,,,,,神奈川県川崎市麻生区上麻生1-20-1,,,044-959-3121,,20180101,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,2,3,－,,,　,,石川　未来,20190123115239846,大澤　享子,20231201164041368,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,(医)黎明会新百合ヶ丘ｽﾃｰｼｮﾝｸﾘﾆｯｸ新百合健康管理ｾﾝﾀｰ,0,1,0,0,1,,1,001,当月末締翌月末払,当月末締翌月末払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,1,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,0005,三菱ＵＦＪ,075,新百合ヶ丘,1,0116979,(医)黎明会理事長髙橋麻衣子,ｲ)ﾚｲﾒｲｶｲﾘｼﾞﾁﾖｳﾀｶﾊｼﾏｲｺ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,1,99,,,,,,,,,,,,,
,,00,初期導入,10007776,,,,,,0,0,0,0,0,0,1,0,(有)七番館,,(有)七番館,ﾕ)ﾅﾅﾊﾞﾝｶﾝ,,,,,,,,,,,,03-3422-0517,,20181201,,,,,,,,,,,,,,,,,,,,,,,0,0,国内,1,0,,3,2,3,－,,,　,,石川　未来,20190123171507234,石川　未来,20190123171507234,,　,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,0,(有)七番館,0,1,0,0,1,,1,001,賃料27日払,賃料27日払,1,1,1,,,,1,0,0,0,1,,,,,1,振込,3,10000003,三井住友/ﾒｲﾝ,,,,,,,,,,,,,,,,,,,,,0005,三菱ＵＦＪ,130,世田谷,1,0349101,(有)七番館,ﾕ)ﾅﾅﾊﾞﾝｶﾝ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,27,,,,,,,,,,,,,
